Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
[GJLFEB],B E F G J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --F--> S6 | S6 --E--> S7 | S7 --B--> S8 | S8 --]--> S1,
[EKBDF]*,B D E F K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --K--> S3 | S3 --B--> S4 | S4 --D--> S5 | S5 --F--> S7 | S7 --]--> S6 | S6 --]--> S6,
[BGLHC]+,B C G H L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --G--> S3 | S3 --L--> S4 | S4 --H--> S5 | S5 --C--> S6 | S6 --]--> S7 | S7 --]--> S7,
GC+B+A,A B C G,S1,S0 S1 S2 S3 S4,S0 --G--> S2 | S2 --C--> S3 | S3 --B--> S4 | S3 --C--> S3 | S4 --A--> S1 | S4 --B--> S4,
H*I+K*|B*A*L+,A B H I K L,S5 S1 S3,S0 S1 S2 S3 S4 S5 S6,S0 --H--> S0 | S0 --I--> S5 | S6 --A--> S2 | S6 --B--> S4 | S6 --H--> S0 | S6 --I--> S5 | S6 --L--> S3 | S5 --I--> S5 | S5 --K--> S1 | S1 --K--> S1 | S4 --A--> S2 | S4 --B--> S4 | S4 --L--> S3 | S2 --A--> S2 | S2 --L--> S3 | S3 --L--> S3,
E+|J+H|J+GA|BC*I*|C,A B C E G H I J,S5 S3 S2 S8 S6 S4 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --E--> S5 | S7 --B--> S8 | S7 --C--> S1 | S7 --E--> S5 | S7 --J--> S9 | S9 --G--> S0 | S9 --H--> S3 | S9 --J--> S9 | S0 --A--> S2 | S8 --C--> S6 | S8 --I--> S4 | S6 --C--> S6 | S6 --I--> S4 | S4 --I--> S4,
[HGKELB]*,B E G H K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --G--> S3 | S3 --K--> S4 | S4 --E--> S5 | S5 --L--> S6 | S6 --B--> S8 | S8 --]--> S7 | S7 --]--> S7,
B*GE*HA+H+|I+,A B E G H I,S5 S6,S0 S1 S2 S3 S4 S5 S6 S7,S1 --B--> S1 | S1 --G--> S3 | S7 --B--> S1 | S7 --G--> S3 | S7 --I--> S6 | S3 --E--> S2 | S3 --H--> S0 | S2 --E--> S2 | S2 --H--> S0 | S0 --A--> S4 | S4 --A--> S4 | S4 --H--> S5 | S5 --H--> S5 | S6 --I--> S6,
D*|KA+C*,A C D K,S1 S3 S4 S2,S0 S1 S2 S3 S4,S1 --D--> S1 | S3 --D--> S1 | S3 --K--> S0 | S0 --A--> S4 | S4 --A--> S4 | S4 --C--> S2 | S2 --C--> S2,
[JHF],F H J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --J--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --]--> S1,
DD*F|FC+|FJ*K+,C D F J K,S0 S6 S5,S0 S1 S2 S3 S4 S5 S6 S7,S3 --D--> S4 | S3 --F--> S7 | S4 --D--> S1 | S4 --F--> S0 | S1 --D--> S1 | S1 --F--> S0 | S7 --C--> S6 | S7 --J--> S2 | S7 --K--> S5 | S6 --C--> S6 | S2 --J--> S2 | S2 --K--> S5 | S5 --K--> S5,
A*LD|I+E,A D E I L,S1 S2,S0 S1 S2 S3 S4 S5,S3 --A--> S3 | S3 --L--> S0 | S5 --A--> S3 | S5 --I--> S4 | S5 --L--> S0 | S0 --D--> S1 | S4 --E--> S2 | S4 --I--> S4,
[AFHE]+,A E F H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --F--> S3 | S3 --H--> S4 | S4 --E--> S5 | S5 --]--> S6 | S6 --]--> S6,
[GLKHE]*,E G H K L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --H--> S5 | S5 --E--> S7 | S7 --]--> S6 | S6 --]--> S6,
L+F+I*G+L|A+J+L,A F G I J L,S0 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --F--> S8 | S4 --L--> S4 | S2 --A--> S6 | S2 --L--> S4 | S8 --F--> S8 | S8 --G--> S5 | S8 --I--> S3 | S3 --G--> S5 | S3 --I--> S3 | S5 --G--> S5 | S5 --L--> S0 | S6 --A--> S6 | S6 --J--> S7 | S7 --J--> S7 | S7 --L--> S1,
K*|GGD|L+,D G K L,S3 S5 S2 S4,S0 S1 S2 S3 S4 S5,S3 --K--> S3 | S5 --G--> S0 | S5 --K--> S3 | S5 --L--> S4 | S0 --G--> S1 | S1 --D--> S2 | S4 --L--> S4,
[FEGC]*,C E F G [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --E--> S3 | S3 --G--> S4 | S4 --C--> S6 | S6 --]--> S5 | S5 --]--> S5,
D*|E*H+H+,D E H,S0 S3 S4,S0 S1 S2 S3 S4,S0 --D--> S0 | S3 --D--> S0 | S3 --E--> S1 | S3 --H--> S2 | S1 --E--> S1 | S1 --H--> S2 | S2 --H--> S4 | S4 --H--> S4,
E*KC+G+|A,A C E G K,S4 S1,S0 S1 S2 S3 S4 S5,S2 --E--> S2 | S2 --K--> S0 | S5 --A--> S1 | S5 --E--> S2 | S5 --K--> S0 | S0 --C--> S3 | S3 --C--> S3 | S3 --G--> S4 | S4 --G--> S4,
[ABD],A B D [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --D--> S5 | S5 --]--> S1,
[JLBD],B D J L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --J--> S3 | S3 --L--> S4 | S4 --B--> S5 | S5 --D--> S6 | S6 --]--> S1,
[HGD]*,D G H [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --G--> S3 | S3 --D--> S5 | S5 --]--> S4 | S4 --]--> S4,
[JGA]+,A G J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --G--> S3 | S3 --A--> S4 | S4 --]--> S5 | S5 --]--> S5,
K|ACAL|DK*H,A C D H K L,S4 S5 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --A--> S0 | S7 --D--> S8 | S7 --K--> S4 | S0 --C--> S1 | S1 --A--> S2 | S2 --L--> S5 | S8 --H--> S3 | S8 --K--> S6 | S6 --H--> S3 | S6 --K--> S6,
D+BI*|D,B D I,S4 S3 S1,S0 S1 S2 S3 S4,S2 --B--> S3 | S2 --D--> S2 | S4 --B--> S3 | S4 --D--> S2 | S0 --D--> S4 | S3 --I--> S1 | S1 --I--> S1,
[CEGKB]+,B C E G K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --C--> S2 | S2 --E--> S3 | S3 --G--> S4 | S4 --K--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
[GEHBL]+,B E G H L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --B--> S5 | S5 --L--> S6 | S6 --]--> S7 | S7 --]--> S7,
L*GK*,G K L,S3 S0,S0 S1 S2 S3,S1 --G--> S3 | S1 --L--> S1 | S2 --G--> S3 | S2 --L--> S1 | S3 --K--> S0 | S0 --K--> S0,
F*B+F*G+E+|G*CK,B C E F G K,S6 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S2 --B--> S7 | S2 --F--> S2 | S8 --B--> S7 | S8 --C--> S0 | S8 --F--> S2 | S8 --G--> S4 | S7 --B--> S7 | S7 --F--> S3 | S7 --G--> S5 | S3 --F--> S3 | S3 --G--> S5 | S5 --E--> S6 | S5 --G--> S5 | S6 --E--> S6 | S4 --C--> S0 | S4 --G--> S4 | S0 --K--> S1,
D*FJJ*|A+H*,A D F H J,S4 S2 S6 S3,S0 S1 S2 S3 S4 S5 S6,S1 --D--> S1 | S1 --F--> S0 | S5 --A--> S6 | S5 --D--> S1 | S5 --F--> S0 | S0 --J--> S4 | S4 --J--> S2 | S2 --J--> S2 | S6 --A--> S6 | S6 --H--> S3 | S3 --H--> S3,
[AFH]+,A F H [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --F--> S3 | S3 --H--> S4 | S4 --]--> S5 | S5 --]--> S5,
[IEGLDH]*,D E G H I L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --I--> S2 | S2 --E--> S3 | S3 --G--> S4 | S4 --L--> S5 | S5 --D--> S6 | S6 --H--> S8 | S8 --]--> S7 | S7 --]--> S7,
[DAJ],A D J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --D--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --]--> S1,
[IKCFJ]+,C F I J K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --K--> S3 | S3 --C--> S4 | S4 --F--> S5 | S5 --J--> S6 | S6 --]--> S7 | S7 --]--> S7,
[GBAFD]+,A B D F G [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --B--> S3 | S3 --A--> S4 | S4 --F--> S5 | S5 --D--> S6 | S6 --]--> S7 | S7 --]--> S7,
L*|J*D*A*GD*|L+FH,A D F G H J L,S6 S8 S4 S3 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --F--> S0 | S6 --L--> S6 | S8 --A--> S2 | S8 --D--> S5 | S8 --G--> S4 | S8 --J--> S7 | S8 --L--> S6 | S7 --A--> S2 | S7 --D--> S5 | S7 --G--> S4 | S7 --J--> S7 | S5 --A--> S2 | S5 --D--> S5 | S5 --G--> S4 | S2 --A--> S2 | S2 --G--> S4 | S4 --D--> S3 | S3 --D--> S3 | S0 --H--> S1,
[LBGA]+,A B G L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --B--> S3 | S3 --G--> S4 | S4 --A--> S5 | S5 --]--> S6 | S6 --]--> S6,
[AHK],A H K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --A--> S3 | S3 --H--> S4 | S4 --K--> S5 | S5 --]--> S1,
[LDG]+,D G L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --D--> S3 | S3 --G--> S4 | S4 --]--> S5 | S5 --]--> S5,
[LAFKJ]+,A F J K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --A--> S3 | S3 --F--> S4 | S4 --K--> S5 | S5 --J--> S6 | S6 --]--> S7 | S7 --]--> S7,
G*L|H*A+J*|K*B*|F,A B F G H J K L,S8 S2 S7 S5 S6 S4 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S1 --G--> S1 | S1 --L--> S2 | S8 --A--> S7 | S8 --B--> S4 | S8 --F--> S0 | S8 --G--> S1 | S8 --H--> S3 | S8 --K--> S6 | S8 --L--> S2 | S3 --A--> S7 | S3 --H--> S3 | S7 --A--> S7 | S7 --J--> S5 | S5 --J--> S5 | S6 --B--> S4 | S6 --K--> S6 | S4 --B--> S4,
[HDCEFA]+,A C D E F H [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --C--> S4 | S4 --E--> S5 | S5 --F--> S6 | S6 --A--> S7 | S7 --]--> S8 | S8 --]--> S8,
[HFK]+,F H K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --F--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
[AJKHF]*,A F H J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --J--> S3 | S3 --K--> S4 | S4 --H--> S5 | S5 --F--> S7 | S7 --]--> S6 | S6 --]--> S6,
[IFC]+,C F I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --I--> S2 | S2 --F--> S3 | S3 --C--> S4 | S4 --]--> S5 | S5 --]--> S5,
K*J+HJ,H J K,S0,S0 S1 S2 S3 S4,S2 --J--> S4 | S2 --K--> S2 | S3 --J--> S4 | S3 --K--> S2 | S4 --H--> S1 | S4 --J--> S4 | S1 --J--> S0,
L*A+|D+H+|A*K|D*,A D H K L,S6 S5 S2 S4 S3 S0,S0 S1 S2 S3 S4 S5 S6,S1 --A--> S2 | S1 --L--> S1 | S6 --A--> S5 | S6 --D--> S4 | S6 --K--> S0 | S6 --L--> S1 | S5 --A--> S5 | S5 --K--> S0 | S2 --A--> S2 | S4 --D--> S4 | S4 --H--> S3 | S3 --H--> S3,
[BLKGJD]*,B D G J K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --B--> S2 | S2 --L--> S3 | S3 --K--> S4 | S4 --G--> S5 | S5 --J--> S6 | S6 --D--> S8 | S8 --]--> S7 | S7 --]--> S7,
D+DB*|A*D+I*B*|HB*A+,A B D H I,S10 S9 S6 S8 S7 S2 S4,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S10 --B--> S6 | S10 --D--> S10 | S10 --I--> S7 | S9 --B--> S2 | S9 --D--> S10 | S9 --I--> S7 | S5 --A--> S0 | S5 --D--> S9 | S5 --H--> S3 | S6 --B--> S6 | S0 --A--> S0 | S0 --D--> S8 | S8 --B--> S2 | S8 --D--> S8 | S8 --I--> S7 | S7 --B--> S2 | S7 --I--> S7 | S2 --B--> S2 | S3 --A--> S4 | S3 --B--> S1 | S1 --A--> S4 | S1 --B--> S1 | S4 --A--> S4,
KID+,D I K,S3,S0 S1 S2 S3,S0 --K--> S1 | S1 --I--> S2 | S2 --D--> S3 | S3 --D--> S3,
[KCH]*,C H K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --K--> S2 | S2 --C--> S3 | S3 --H--> S5 | S5 --]--> S4 | S4 --]--> S4,
H+FA,A F H,S1,S0 S1 S2 S3,S0 --H--> S3 | S3 --F--> S2 | S3 --H--> S3 | S2 --A--> S1,
[DBCJL]*,B C D J L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --B--> S3 | S3 --C--> S4 | S4 --J--> S5 | S5 --L--> S7 | S7 --]--> S6 | S6 --]--> S6,
E+|L*E*J+F*FH|CH*,C E F H J L,S7 S0 S3 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S7 --E--> S7 | S7 --J--> S6 | S8 --C--> S3 | S8 --E--> S7 | S8 --J--> S6 | S8 --L--> S5 | S5 --E--> S1 | S5 --J--> S6 | S5 --L--> S5 | S1 --E--> S1 | S1 --J--> S6 | S6 --F--> S4 | S6 --J--> S6 | S4 --F--> S4 | S4 --H--> S0 | S3 --H--> S2 | S2 --H--> S2,
C+JA*B+G|BK*|H+B*|L*B+,A B C G H J K L,S1 S11 S8 S9 S6 S7,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S3 --C--> S3 | S3 --J--> S4 | S10 --B--> S11 | S10 --C--> S3 | S10 --H--> S9 | S10 --L--> S2 | S4 --A--> S0 | S4 --B--> S5 | S0 --A--> S0 | S0 --B--> S5 | S5 --B--> S5 | S5 --G--> S1 | S11 --B--> S7 | S11 --K--> S8 | S8 --K--> S8 | S9 --B--> S6 | S9 --H--> S9 | S6 --B--> S6 | S2 --B--> S7 | S2 --L--> S2 | S7 --B--> S7,
[GLAEJK],A E G J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --L--> S4 | S4 --A--> S5 | S5 --E--> S6 | S6 --J--> S7 | S7 --K--> S8 | S8 --]--> S1,
DFI+|B,B D F I,S4 S2,S0 S1 S2 S3 S4,S3 --B--> S2 | S3 --D--> S0 | S0 --F--> S1 | S1 --I--> S4 | S4 --I--> S4,
[KGCBI]+,B C G I K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --K--> S2 | S2 --G--> S3 | S3 --C--> S4 | S4 --B--> S5 | S5 --I--> S6 | S6 --]--> S7 | S7 --]--> S7,
E|AI+G|K*B+BE*I+,A B E G I K,S1 S2 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --A--> S0 | S8 --B--> S6 | S8 --E--> S1 | S8 --K--> S3 | S0 --I--> S5 | S5 --G--> S2 | S5 --I--> S5 | S3 --B--> S6 | S3 --K--> S3 | S6 --B--> S9 | S9 --B--> S9 | S9 --E--> S4 | S9 --I--> S7 | S4 --E--> S4 | S4 --I--> S7 | S7 --I--> S7,
[ABLEJF],A B E F J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --L--> S5 | S5 --E--> S6 | S6 --J--> S7 | S7 --F--> S8 | S8 --]--> S1,
[KFCBHL]+,B C F H K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --K--> S2 | S2 --F--> S3 | S3 --C--> S4 | S4 --B--> S5 | S5 --H--> S6 | S6 --L--> S7 | S7 --]--> S8 | S8 --]--> S8,
[LDI],D I L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --L--> S3 | S3 --D--> S4 | S4 --I--> S5 | S5 --]--> S1,
[GEHJCI],C E G H I J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --E--> S4 | S4 --H--> S5 | S5 --J--> S6 | S6 --C--> S7 | S7 --I--> S8 | S8 --]--> S1,
[EGC]+,C E G [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --G--> S3 | S3 --C--> S4 | S4 --]--> S5 | S5 --]--> S5,
K+F+E*BC*|K+A+,A B C E F K,S3 S2 S4,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S4 | S6 --F--> S5 | S6 --K--> S6 | S0 --K--> S6 | S5 --B--> S3 | S5 --E--> S1 | S5 --F--> S5 | S1 --B--> S3 | S1 --E--> S1 | S3 --C--> S2 | S2 --C--> S2 | S4 --A--> S4,
FGI*J+I,F G I J,S1,S0 S1 S2 S3 S4 S5,S0 --F--> S2 | S2 --G--> S4 | S4 --I--> S3 | S4 --J--> S5 | S3 --I--> S3 | S3 --J--> S5 | S5 --I--> S1 | S5 --J--> S5,
[IEH]+,E H I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --I--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --]--> S5 | S5 --]--> S5,
[LHJD]+,D H J L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --H--> S3 | S3 --J--> S4 | S4 --D--> S5 | S5 --]--> S6 | S6 --]--> S6,
[FKGALH]+,A F G H K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --K--> S3 | S3 --G--> S4 | S4 --A--> S5 | S5 --L--> S6 | S6 --H--> S7 | S7 --]--> S8 | S8 --]--> S8,
[IGDJF]+,D F G I J [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --G--> S3 | S3 --D--> S4 | S4 --J--> S5 | S5 --F--> S6 | S6 --]--> S7 | S7 --]--> S7,
[GJLB],B G J L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --B--> S6 | S6 --]--> S1,
D+HBF+,B D F H,S3,S0 S1 S2 S3 S4,S0 --D--> S4 | S4 --D--> S4 | S4 --H--> S1 | S1 --B--> S2 | S2 --F--> S3 | S3 --F--> S3,
[FGIH]*,F G H I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --G--> S3 | S3 --I--> S4 | S4 --H--> S6 | S6 --]--> S5 | S5 --]--> S5,
L+|GE+|D+IIF*|I*LL+|B*,B D E F G I L,S10 S11 S12 S9 S8 S6 S7 S4,S0 S1 S10 S11 S12 S2 S3 S4 S5 S6 S7 S8 S9,S10 --L--> S11 | S11 --L--> S11 | S12 --B--> S4 | S12 --D--> S5 | S12 --G--> S0 | S12 --I--> S3 | S12 --L--> S10 | S0 --E--> S9 | S9 --E--> S9 | S5 --D--> S5 | S5 --I--> S1 | S1 --I--> S8 | S8 --F--> S6 | S6 --F--> S6 | S3 --I--> S3 | S3 --L--> S2 | S2 --L--> S7 | S7 --L--> S7 | S4 --B--> S4,
[IDEKAG],A D E G I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --I--> S3 | S3 --D--> S4 | S4 --E--> S5 | S5 --K--> S6 | S6 --A--> S7 | S7 --G--> S8 | S8 --]--> S1,
[FKGBH]*,B F G H K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --K--> S3 | S3 --G--> S4 | S4 --B--> S5 | S5 --H--> S7 | S7 --]--> S6 | S6 --]--> S6,
[LFKIDC],C D F I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --F--> S4 | S4 --K--> S5 | S5 --I--> S6 | S6 --D--> S7 | S7 --C--> S8 | S8 --]--> S1,
[DFGJ]+,D F G J [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --F--> S3 | S3 --G--> S4 | S4 --J--> S5 | S5 --]--> S6 | S6 --]--> S6,
A|C*K*E*A+|E+LG|D+,A C D E G K L,S6 S5 S1 S3,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S9 --A--> S6 | S9 --C--> S8 | S9 --D--> S3 | S9 --E--> S7 | S9 --K--> S4 | S6 --A--> S5 | S8 --A--> S5 | S8 --C--> S8 | S8 --E--> S2 | S8 --K--> S4 | S4 --A--> S5 | S4 --E--> S2 | S4 --K--> S4 | S2 --A--> S5 | S2 --E--> S2 | S7 --A--> S5 | S7 --E--> S7 | S7 --L--> S0 | S5 --A--> S5 | S0 --G--> S1 | S3 --D--> S3,
[CJBE]+,B C E J [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --J--> S3 | S3 --B--> S4 | S4 --E--> S5 | S5 --]--> S6 | S6 --]--> S6,
[ADGC]+,A C D G [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --D--> S3 | S3 --G--> S4 | S4 --C--> S5 | S5 --]--> S6 | S6 --]--> S6,
C*|CK*F*F|F+GL*,C F G K L,S7 S1 S6 S5 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7,S7 --C--> S1 | S7 --F--> S5 | S7 --K--> S4 | S1 --C--> S1 | S6 --C--> S7 | S6 --F--> S2 | S4 --F--> S5 | S4 --K--> S4 | S5 --F--> S5 | S2 --F--> S2 | S2 --G--> S3 | S3 --L--> S0 | S0 --L--> S0,
F*G+B*F+L+A|C,A B C F G L,S0 S1,S0 S1 S2 S3 S4 S5 S6 S7,S2 --F--> S2 | S2 --G--> S7 | S6 --C--> S1 | S6 --F--> S2 | S6 --G--> S7 | S7 --B--> S3 | S7 --F--> S4 | S7 --G--> S7 | S3 --B--> S3 | S3 --F--> S4 | S4 --F--> S4 | S4 --L--> S5 | S5 --A--> S0 | S5 --L--> S5,
[KBFGH],B F G H K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --K--> S3 | S3 --B--> S4 | S4 --F--> S5 | S5 --G--> S6 | S6 --H--> S7 | S7 --]--> S1,
[BFHALC],A B C F H L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --B--> S3 | S3 --F--> S4 | S4 --H--> S5 | S5 --A--> S6 | S6 --L--> S7 | S7 --C--> S8 | S8 --]--> S1,
DD+HG*B,B D G H,S1,S0 S1 S2 S3 S4 S5,S0 --D--> S2 | S2 --D--> S4 | S4 --D--> S4 | S4 --H--> S5 | S5 --B--> S1 | S5 --G--> S3 | S3 --B--> S1 | S3 --G--> S3,
CK*|K+I*I*,C I K,S2 S1 S4 S3,S0 S1 S2 S3 S4,S0 --C--> S2 | S0 --K--> S4 | S2 --K--> S1 | S1 --K--> S1 | S4 --I--> S3 | S4 --K--> S4 | S3 --I--> S3,
[DCL]+,C D L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --D--> S2 | S2 --C--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
EE+|KI+BG+H|I*J*|L*F*,B E F G H I J K L,S11 S8 S3 S10 S7 S9 S4,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --E--> S0 | S11 --F--> S4 | S11 --I--> S10 | S11 --J--> S7 | S11 --K--> S1 | S11 --L--> S9 | S0 --E--> S8 | S8 --E--> S8 | S1 --I--> S5 | S5 --B--> S2 | S5 --I--> S5 | S2 --G--> S6 | S6 --G--> S6 | S6 --H--> S3 | S10 --I--> S10 | S10 --J--> S7 | S7 --J--> S7 | S9 --F--> S4 | S9 --L--> S9 | S4 --F--> S4,
L*J+IL+D+,D I J L,S3,S0 S1 S2 S3 S4 S5,S1 --J--> S4 | S1 --L--> S1 | S2 --J--> S4 | S2 --L--> S1 | S4 --I--> S0 | S4 --J--> S4 | S0 --L--> S5 | S5 --D--> S3 | S5 --L--> S5 | S3 --D--> S3,
GL+|I+A+,A G I L,S2 S4,S0 S1 S2 S3 S4,S1 --G--> S0 | S1 --I--> S3 | S0 --L--> S2 | S2 --L--> S2 | S3 --A--> S4 | S3 --I--> S3 | S4 --A--> S4,
[ELBJGF]*,B E F G J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --L--> S3 | S3 --B--> S4 | S4 --J--> S5 | S5 --G--> S6 | S6 --F--> S8 | S8 --]--> S7 | S7 --]--> S7,
[IFLEK]+,E F I K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --F--> S3 | S3 --L--> S4 | S4 --E--> S5 | S5 --K--> S6 | S6 --]--> S7 | S7 --]--> S7,
E+L+|L+JE*|IA+H,A E H I J L,S7 S8 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S2 --E--> S2 | S2 --L--> S7 | S3 --E--> S2 | S3 --I--> S0 | S3 --L--> S4 | S7 --L--> S7 | S4 --J--> S8 | S4 --L--> S4 | S8 --E--> S5 | S5 --E--> S5 | S0 --A--> S6 | S6 --A--> S6 | S6 --H--> S1,
[DCIE]*,C D E I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --C--> S3 | S3 --I--> S4 | S4 --E--> S6 | S6 --]--> S5 | S5 --]--> S5,
