Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
[FCIJ]?,C F I J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --F--> S2 | S2 --C--> S3 | S3 --I--> S4 | S4 --J--> S6 | S6 --]--> S5,
C*|H?H?|J?F?,C F H J,S2 S5 S4 S1 S3 S0,S0 S1 S2 S3 S4 S5,S2 --C--> S2 | S5 --C--> S2 | S5 --F--> S0 | S5 --H--> S4 | S5 --J--> S3 | S4 --H--> S1 | S3 --F--> S0,
(?:(?:D?D*|L)KGF|C+E?K+B*|H),,,,,Línea 1421: ValueError: '?' inválido.
[DKICJ]*,C D I J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --K--> S3 | S3 --I--> S4 | S4 --C--> S5 | S5 --J--> S7 | S7 --]--> S6 | S6 --]--> S6,
[CGHJ]*,C G H J [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --G--> S3 | S3 --H--> S4 | S4 --J--> S6 | S6 --]--> S5 | S5 --]--> S5,
[LADFHE],A D E F H L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --A--> S4 | S4 --D--> S5 | S5 --F--> S6 | S6 --H--> S7 | S7 --E--> S8 | S8 --]--> S1,
[GEHBD]+,B D E G H [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --G--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --B--> S5 | S5 --D--> S6 | S6 --]--> S7 | S7 --]--> S7,
(?:(?:B?H+)H?),,,,,Línea 1426: ValueError: '?' inválido.
[HCJ],C H J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --C--> S4 | S4 --J--> S5 | S5 --]--> S1,
E+D*L*|D?GI+|B+A?|JE?G,A B D E G I J L,S11 S8 S5 S6 S9 S4 S1,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S11 --D--> S8 | S11 --E--> S11 | S11 --L--> S5 | S10 --B--> S9 | S10 --D--> S2 | S10 --E--> S11 | S10 --G--> S0 | S10 --J--> S7 | S8 --D--> S8 | S8 --L--> S5 | S5 --L--> S5 | S2 --G--> S0 | S0 --I--> S6 | S6 --I--> S6 | S9 --A--> S4 | S9 --B--> S9 | S7 --E--> S3 | S7 --G--> S1 | S3 --G--> S1,
[HJAID]*,A D H I J [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --J--> S3 | S3 --A--> S4 | S4 --I--> S5 | S5 --D--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:I+K+C*JE?G*D+)A,,,,,Línea 1430: ValueError: '?' inválido.
K*H*B?,B H K,S2 S3 S1 S0,S0 S1 S2 S3,S2 --B--> S0 | S2 --H--> S1 | S2 --K--> S2 | S3 --B--> S0 | S3 --H--> S1 | S3 --K--> S2 | S1 --B--> S0 | S1 --H--> S1,
(?:(?:(?:C)D?J?)B*HI*),,,,,Línea 1432: ValueError: '?' inválido.
C?I?E|HF,C E F H I,S0 S2,S0 S1 S2 S3 S4 S5,S5 --C--> S4 | S5 --E--> S0 | S5 --H--> S1 | S5 --I--> S3 | S4 --E--> S0 | S4 --I--> S3 | S3 --E--> S0 | S1 --F--> S2,
(?:J*)I?|C*C?K|A*,,,,,Línea 1434: ValueError: '?' inválido.
[DCAFI]*,A C D F I [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --C--> S3 | S3 --A--> S4 | S4 --F--> S5 | S5 --I--> S7 | S7 --]--> S6 | S6 --]--> S6,
A?KG*,A G K,S2 S1,S0 S1 S2 S3,S3 --A--> S0 | S3 --K--> S2 | S0 --K--> S2 | S2 --G--> S1 | S1 --G--> S1,
(?:J+|I*L?|B*KK?)E|F+F+|A?,,,,,Línea 1437: ValueError: '?' inválido.
[ECI]+,C E I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --C--> S3 | S3 --I--> S4 | S4 --]--> S5 | S5 --]--> S5,
[IGJHA]*,A G H I J [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --H--> S5 | S5 --A--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:I+|B*B*|KL*J+G+L),,,,,Línea 1440: ValueError: '?' inválido.
(?:(?:(?:LI*)B+)G?|D?J?|BK|C+FD*),,,,,Línea 1441: ValueError: '?' inválido.
EA*I*,A E I,S3 S2 S1,S0 S1 S2 S3,S0 --E--> S3 | S3 --A--> S2 | S3 --I--> S1 | S2 --A--> S2 | S2 --I--> S1 | S1 --I--> S1,
B+|KJ+J?K?,B J K,S3 S5 S4 S2,S0 S1 S2 S3 S4 S5,S3 --B--> S3 | S1 --B--> S3 | S1 --K--> S0 | S0 --J--> S4 | S5 --J--> S5 | S5 --K--> S2 | S4 --J--> S5 | S4 --K--> S2,
G*B?H|LD*|B?F*,B D F G H L,S7 S6 S1 S4 S3 S2,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S0 | S5 --G--> S5 | S5 --H--> S1 | S7 --B--> S6 | S7 --F--> S2 | S7 --G--> S5 | S7 --H--> S1 | S7 --L--> S4 | S0 --H--> S1 | S6 --F--> S2 | S6 --H--> S1 | S4 --D--> S3 | S3 --D--> S3 | S2 --F--> S2,
[AIKJFD]*,A D F I J K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --A--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --J--> S5 | S5 --F--> S6 | S6 --D--> S8 | S8 --]--> S7 | S7 --]--> S7,
(?:E+L+)A*,,,,,Línea 1446: ValueError: '?' inválido.
[BJC]?,B C J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --J--> S3 | S3 --C--> S5 | S5 --]--> S4,
(?:(?:(?:A*|C)E?F*)E+C)G+K?,,,,,Línea 1448: ValueError: '?' inválido.
(?:L*J+|F*)C+F?A?|E,,,,,Línea 1449: ValueError: '?' inválido.
(?:D+|A*F?|B*I?F+J?)L*|K,,,,,Línea 1450: ValueError: '?' inválido.
(?:(?:L*H*)K*|J?J?J|L+E+)K?|JI,,,,,Línea 1451: ValueError: '?' inválido.
[HIFB],B F H I [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --H--> S3 | S3 --I--> S4 | S4 --F--> S5 | S5 --B--> S6 | S6 --]--> S1,
(?:A?|K+A?I+L+|I?)I,,,,,Línea 1453: ValueError: '?' inválido.
(?:L+|L*D|E+DI+),,,,,Línea 1454: ValueError: '?' inválido.
(?:I?A)H*C*H?|C?,,,,,Línea 1455: ValueError: '?' inválido.
A+JA+C|E+,A C E J,S1 S5,S0 S1 S2 S3 S4 S5,S3 --A--> S3 | S3 --J--> S0 | S2 --A--> S3 | S2 --E--> S5 | S0 --A--> S4 | S4 --A--> S4 | S4 --C--> S1 | S5 --E--> S5,
[HKGBJ]*,B G H J K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --K--> S3 | S3 --G--> S4 | S4 --B--> S5 | S5 --J--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:I?I*)IF+H,,,,,Línea 1458: ValueError: '?' inválido.
E+J?|G+K*,E G J K,S4 S1 S3 S2,S0 S1 S2 S3 S4,S4 --E--> S4 | S4 --J--> S1 | S0 --E--> S4 | S0 --G--> S3 | S3 --G--> S3 | S3 --K--> S2 | S2 --K--> S2,
[ADGH]+,A D G H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --D--> S3 | S3 --G--> S4 | S4 --H--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:(?:(?:A?F*C?|G)J*)I+|I*)E?B?E,,,,,Línea 1461: ValueError: '?' inválido.
[JFDCAL]?,A C D F J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --J--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --C--> S5 | S5 --A--> S6 | S6 --L--> S8 | S8 --]--> S7,
[HLB],B H L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --L--> S4 | S4 --B--> S5 | S5 --]--> S1,
[CFA]*,A C F [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --C--> S2 | S2 --F--> S3 | S3 --A--> S5 | S5 --]--> S4 | S4 --]--> S4,
(?:B+)B+K+LF+|B,,,,,Línea 1465: ValueError: '?' inválido.
(?:(?:(?:(?:I+)H*)K?)A+|K)F,,,,,Línea 1466: ValueError: '?' inválido.
(?:A+|C*H*G?A?)G?B|F*,,,,,Línea 1467: ValueError: '?' inválido.
[KJEDBF]?,B D E F J K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --K--> S2 | S2 --J--> S3 | S3 --E--> S4 | S4 --D--> S5 | S5 --B--> S6 | S6 --F--> S8 | S8 --]--> S7,
(?:(?:(?:K?)I?B?)FJ*|K*A?|A?LK),,,,,Línea 1469: ValueError: '?' inválido.
[CKAFIL]?,A C F I K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --C--> S2 | S2 --K--> S3 | S3 --A--> S4 | S4 --F--> S5 | S5 --I--> S6 | S6 --L--> S8 | S8 --]--> S7,
F+E+H?D+,D E F H,S2,S0 S1 S2 S3 S4,S0 --F--> S3 | S3 --E--> S4 | S3 --F--> S3 | S4 --D--> S2 | S4 --E--> S4 | S4 --H--> S1 | S1 --D--> S2 | S2 --D--> S2,
(?:(?:H?BG*E*)E+|F*)L*J?|A+,,,,,Línea 1472: ValueError: '?' inválido.
(?:(?:G?)L?A+|A+B)J|E*C*,,,,,Línea 1473: ValueError: '?' inválido.
I*D*F?E*,D E F I,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --D--> S2 | S3 --E--> S0 | S3 --F--> S1 | S3 --I--> S3 | S4 --D--> S2 | S4 --E--> S0 | S4 --F--> S1 | S4 --I--> S3 | S2 --D--> S2 | S2 --E--> S0 | S2 --F--> S1 | S1 --E--> S0 | S0 --E--> S0,
[AGJ],A G J [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --A--> S3 | S3 --G--> S4 | S4 --J--> S5 | S5 --]--> S1,
(?:A*|J+)B*C+E,,,,,Línea 1476: ValueError: '?' inválido.
[HICA]+,A C H I [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --H--> S2 | S2 --I--> S3 | S3 --C--> S4 | S4 --A--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:C+F+)AD*G?,,,,,Línea 1478: ValueError: '?' inválido.
K*K*A*|I+,A I K,S2 S3 S0 S1,S0 S1 S2 S3,S2 --A--> S0 | S2 --K--> S2 | S3 --A--> S0 | S3 --I--> S1 | S3 --K--> S2 | S0 --A--> S0 | S1 --I--> S1,
B?D+KID?,B D I K,S5 S1,S0 S1 S2 S3 S4 S5,S4 --B--> S2 | S4 --D--> S3 | S2 --D--> S3 | S3 --D--> S3 | S3 --K--> S0 | S0 --I--> S5 | S5 --D--> S1,
(?:C+K+)J|L+,,,,,Línea 1481: ValueError: '?' inválido.
D+F+L|DK?E+|D?LE?,D E F K L,S0 S5 S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --D--> S3 | S3 --F--> S4 | S8 --D--> S3 | S8 --E--> S5 | S8 --F--> S4 | S8 --K--> S1 | S8 --L--> S6 | S7 --D--> S8 | S7 --L--> S6 | S4 --F--> S4 | S4 --L--> S0 | S1 --E--> S5 | S5 --E--> S5 | S6 --E--> S2,
(?:(?:(?:C?H+|J?)K*|J*)CD*)B+|H*E|H?,,,,,Línea 1483: ValueError: '?' inválido.
(?:C)B+C|K*B|K,,,,,Línea 1484: ValueError: '?' inválido.
(?:H?K?I+)A+F*|G?C*,,,,,Línea 1485: ValueError: '?' inválido.
(?:B?A+L+|CG?D+)K?|G*,,,,,Línea 1486: ValueError: '?' inválido.
(?:(?:E*)K+E?)D?,,,,,Línea 1487: ValueError: '?' inválido.
K?D+|H*D+K,D H K,S5 S3 S0,S0 S1 S2 S3 S4 S5 S6,S6 --D--> S5 | S6 --H--> S2 | S6 --K--> S1 | S1 --D--> S3 | S5 --D--> S5 | S5 --K--> S0 | S3 --D--> S3 | S2 --D--> S4 | S2 --H--> S2 | S4 --D--> S4 | S4 --K--> S0,
(?:E*D?)J+,,,,,Línea 1489: ValueError: '?' inválido.
(?:(?:(?:(?:(?:E)L+)J?|A+)E|E?)I*|I*J),,,,,Línea 1490: ValueError: '?' inválido.
(?:F*C?B?)E?C?|C+H?|DHE*|L+,,,,,Línea 1491: ValueError: '?' inválido.
(?:F+C*|CE*)G*|F,,,,,Línea 1492: ValueError: '?' inválido.
A*L+C+|DI|FH+|D?C|B?,A B C D F H I L,S9 S8 S6 S7 S1 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S3 --A--> S3 | S3 --L--> S4 | S9 --A--> S3 | S9 --B--> S2 | S9 --C--> S1 | S9 --D--> S5 | S9 --F--> S0 | S9 --L--> S4 | S4 --C--> S8 | S4 --L--> S4 | S8 --C--> S8 | S5 --C--> S1 | S5 --I--> S6 | S0 --H--> S7 | S7 --H--> S7,
(?:(?:(?:A*)C?|G*L|I?)H*|F)L?,,,,,Línea 1494: ValueError: '?' inválido.
[JCEBAF]?,A B C E F J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --J--> S2 | S2 --C--> S3 | S3 --E--> S4 | S4 --B--> S5 | S5 --A--> S6 | S6 --F--> S8 | S8 --]--> S7,
[JKA]*,A J K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --J--> S2 | S2 --K--> S3 | S3 --A--> S5 | S5 --]--> S4 | S4 --]--> S4,
[GBCK]?,B C G K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --G--> S2 | S2 --B--> S3 | S3 --C--> S4 | S4 --K--> S6 | S6 --]--> S5,
(?:J*)E?GD?L+G?BD*,,,,,Línea 1498: ValueError: '?' inválido.
[AEHJDF]?,A D E F H J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --A--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --J--> S5 | S5 --D--> S6 | S6 --F--> S8 | S8 --]--> S7,
(?:H*|G?G+|B+H+|C*K?AD*|J*E?),,,,,Línea 1500: ValueError: '?' inválido.
[IFEL]*,E F I L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --F--> S3 | S3 --E--> S4 | S4 --L--> S6 | S6 --]--> S5 | S5 --]--> S5,
[CLAKE]?,A C E K L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --C--> S2 | S2 --L--> S3 | S3 --A--> S4 | S4 --K--> S5 | S5 --E--> S7 | S7 --]--> S6,
F+F?|F?K*|KL|EHL|E+F*,E F H K L,S8 S9 S10 S6 S4 S2 S7 S1 S5 S3,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S8 --F--> S8 | S9 --F--> S8 | S9 --K--> S4 | S10 --E--> S7 | S10 --F--> S9 | S10 --K--> S6 | S6 --K--> S4 | S6 --L--> S2 | S4 --K--> S4 | S7 --E--> S5 | S7 --F--> S3 | S7 --H--> S0 | S0 --L--> S1 | S5 --E--> S5 | S5 --F--> S3 | S3 --F--> S3,
[JBEIH],B E H I J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --J--> S3 | S3 --B--> S4 | S4 --E--> S5 | S5 --I--> S6 | S6 --H--> S7 | S7 --]--> S1,
[DCGBE]*,B C D E G [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --C--> S3 | S3 --G--> S4 | S4 --B--> S5 | S5 --E--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:G+J*|L?L*F+|B?B*),,,,,Línea 1506: ValueError: '?' inválido.
(?:E*H?K*|G+C?AE|D)IJ?,,,,,Línea 1507: ValueError: '?' inválido.
[DJKBF]+,B D F J K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --D--> S2 | S2 --J--> S3 | S3 --K--> S4 | S4 --B--> S5 | S5 --F--> S6 | S6 --]--> S7 | S7 --]--> S7,
[BJF]+,B F J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --J--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:L+K*I)LL*|G*GEE?|A+,,,,,Línea 1510: ValueError: '?' inválido.
(?:(?:C|F*)B+)ID+L*GCA,,,,,Línea 1511: ValueError: '?' inválido.
(?:(?:G?|L+)H*)A,,,,,Línea 1512: ValueError: '?' inválido.
(?:G*|B*A+H+J*|E?F?),,,,,Línea 1513: ValueError: '?' inválido.
(?:(?:J+L?H?)K)B+I?,,,,,Línea 1514: ValueError: '?' inválido.
(?:E+B*|B+)B|G?,,,,,Línea 1515: ValueError: '?' inválido.
(?:E*|D+F+L+|K?F?|I*I|K+)L+E*J?,,,,,Línea 1516: ValueError: '?' inválido.
K+E|G*F,E F G K,S0 S1,S0 S1 S2 S3 S4,S3 --E--> S0 | S3 --K--> S3 | S4 --F--> S1 | S4 --G--> S2 | S4 --K--> S3 | S2 --F--> S1 | S2 --G--> S2,
FHI?,F H I,S3 S2,S0 S1 S2 S3,S0 --F--> S1 | S1 --H--> S3 | S3 --I--> S2,
[HCDFBK]?,B C D F H K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --C--> S3 | S3 --D--> S4 | S4 --F--> S5 | S5 --B--> S6 | S6 --K--> S8 | S8 --]--> S7,
(?:(?:I?C?)L+)B?G*,,,,,Línea 1520: ValueError: '?' inválido.
(?:(?:(?:(?:L+)J?)I+)J*)HB,,,,,Línea 1521: ValueError: '?' inválido.
(?:C+G+E*BA*),,,,,Línea 1522: ValueError: '?' inválido.
(?:DE|DJ?B+|F?H+)AD?|C*J+,,,,,Línea 1523: ValueError: '?' inválido.
(?:(?:K*I+|L)F?|H?H|H+)I*,,,,,Línea 1524: ValueError: '?' inválido.
(?:(?:G*J?|D*)J*),,,,,Línea 1525: ValueError: '?' inválido.
(?:E+L+E*)C*J+H+,,,,,Línea 1526: ValueError: '?' inválido.
[CGLDI],C D G I L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --G--> S4 | S4 --L--> S5 | S5 --D--> S6 | S6 --I--> S7 | S7 --]--> S1,
[GAJ]?,A G J [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --A--> S3 | S3 --J--> S5 | S5 --]--> S4,
E*A?F*|DCK+|FK*|AJ?,A C D E F J K,S8 S10 S9 S6 S7 S4 S5 S3 S2,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S8 --A--> S6 | S8 --E--> S8 | S8 --F--> S4 | S10 --A--> S9 | S10 --D--> S0 | S10 --E--> S8 | S10 --F--> S7 | S9 --F--> S4 | S9 --J--> S2 | S6 --F--> S4 | S7 --F--> S4 | S7 --K--> S3 | S4 --F--> S4 | S0 --C--> S1 | S1 --K--> S5 | S5 --K--> S5 | S3 --K--> S3,
(?:L+)F?D+G*,,,,,Línea 1530: ValueError: '?' inválido.
(?:(?:(?:DD*)F?)F+AF*)G*,,,,,Línea 1531: ValueError: '?' inválido.
B*|K*ID?J,B D I J K,S2 S5 S0,S0 S1 S2 S3 S4 S5,S2 --B--> S2 | S5 --B--> S2 | S5 --I--> S4 | S5 --K--> S3 | S3 --I--> S4 | S3 --K--> S3 | S4 --D--> S1 | S4 --J--> S0 | S1 --J--> S0,
(?:(?:(?:(?:G+B?)H?)J+)E+),,,,,Línea 1533: ValueError: '?' inválido.
(?:E?L+)B?,,,,,Línea 1534: ValueError: '?' inválido.
(?:(?:K+I*|I*I*)F+A*),,,,,Línea 1535: ValueError: '?' inválido.
(?:(?:F|E+L?|A*E?)KD),,,,,Línea 1536: ValueError: '?' inválido.
J+|L*H?C+K?|C*H|A,A C H J K L,S5 S4 S8 S7 S3 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S5 --J--> S5 | S9 --A--> S0 | S9 --C--> S8 | S9 --H--> S4 | S9 --J--> S5 | S9 --L--> S6 | S6 --C--> S7 | S6 --H--> S1 | S6 --L--> S6 | S1 --C--> S7 | S4 --C--> S7 | S8 --C--> S8 | S8 --H--> S2 | S8 --K--> S3 | S7 --C--> S7 | S7 --K--> S3,
(?:(?:K*)H)BK?F+|DE+K?J,,,,,Línea 1538: ValueError: '?' inválido.
(?:BB?G*G)H?,,,,,Línea 1539: ValueError: '?' inválido.
[FCJLGH]?,C F G H J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --C--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --G--> S6 | S6 --H--> S8 | S8 --]--> S7,
[HBDK],B D H K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --H--> S3 | S3 --B--> S4 | S4 --D--> S5 | S5 --K--> S6 | S6 --]--> S1,
[IKLDGC]*,C D G I K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --I--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --D--> S5 | S5 --G--> S6 | S6 --C--> S8 | S8 --]--> S7 | S7 --]--> S7,
[EAK]+,A E K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --A--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
[DHLIGB]*,B D G H I L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --H--> S3 | S3 --L--> S4 | S4 --I--> S5 | S5 --G--> S6 | S6 --B--> S8 | S8 --]--> S7 | S7 --]--> S7,
(?:J*|K+AJ?D?F+|E?E*B?)F,,,,,Línea 1545: ValueError: '?' inválido.
[HFLIKA]*,A F H I K L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --F--> S3 | S3 --L--> S4 | S4 --I--> S5 | S5 --K--> S6 | S6 --A--> S8 | S8 --]--> S7 | S7 --]--> S7,
[CGJHDI]*,C D G H I J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --C--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --H--> S5 | S5 --D--> S6 | S6 --I--> S8 | S8 --]--> S7 | S7 --]--> S7,
[IGBC]+,B C G I [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --G--> S3 | S3 --B--> S4 | S4 --C--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:E+I|BA*|D*C+|G),,,,,Línea 1549: ValueError: '?' inválido.
IK?|B*A*|I*L?,A B I K L,S6 S5 S1 S3 S2 S4 S0,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S2 | S6 --B--> S3 | S6 --I--> S5 | S6 --L--> S0 | S5 --I--> S4 | S5 --K--> S1 | S5 --L--> S0 | S3 --A--> S2 | S3 --B--> S3 | S2 --A--> S2 | S4 --I--> S4 | S4 --L--> S0,
(?:C?|K*L?L*B|I+)H+A?H+,,,,,Línea 1551: ValueError: '?' inválido.
(?:(?:(?:H*D*)H*I+)D*B|B?I?),,,,,Línea 1552: ValueError: '?' inválido.
[KHJBIE],B E H I J K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --K--> S3 | S3 --H--> S4 | S4 --J--> S5 | S5 --B--> S6 | S6 --I--> S7 | S7 --E--> S8 | S8 --]--> S1,
(?:(?:G+A+F?)B)GE*,,,,,Línea 1554: ValueError: '?' inválido.
IF+L?,F I L,S3 S2,S0 S1 S2 S3,S0 --I--> S1 | S1 --F--> S3 | S3 --F--> S3 | S3 --L--> S2,
(?:F*I*E*|C*B?F+J?)D*,,,,,Línea 1556: ValueError: '?' inválido.
(?:(?:(?:H+G?|AA*)H)B|AL?|E?),,,,,Línea 1557: ValueError: '?' inválido.
(?:(?:J+J*|K*I+G*)DC+|B+J|J+I),,,,,Línea 1558: ValueError: '?' inválido.
[LFG],F G L [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --L--> S3 | S3 --F--> S4 | S4 --G--> S5 | S5 --]--> S1,
(?:G+IK+)L+,,,,,Línea 1560: ValueError: '?' inválido.
(?:(?:(?:J*)C*F?)H+|D*C*),,,,,Línea 1561: ValueError: '?' inválido.
[ICA]+,A C I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --I--> S2 | S2 --C--> S3 | S3 --A--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:J+H?B+|F+)DC?|A?,,,,,Línea 1563: ValueError: '?' inválido.
K+|G?G+F|I?A+H?|LJ?|J?,A F G H I J K L,S7 S10 S4 S9 S5 S8 S2 S1,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S7 --K--> S7 | S10 --A--> S9 | S10 --G--> S6 | S10 --I--> S0 | S10 --J--> S1 | S10 --K--> S7 | S10 --L--> S8 | S6 --F--> S4 | S6 --G--> S3 | S3 --F--> S4 | S3 --G--> S3 | S0 --A--> S9 | S9 --A--> S9 | S9 --H--> S5 | S8 --J--> S2,
(?:(?:(?:K|I+)H*L*J?B*)G+|D?D+G),,,,,Línea 1565: ValueError: '?' inválido.
[FJI]+,F I J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --J--> S3 | S3 --I--> S4 | S4 --]--> S5 | S5 --]--> S5,
[BKFG]*,B F G K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --K--> S3 | S3 --F--> S4 | S4 --G--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:(?:FBK)LK)C+|F?,,,,,Línea 1568: ValueError: '?' inválido.
(?:(?:L?|F*I*B?|F*)G*E?D+C*)D+,,,,,Línea 1569: ValueError: '?' inválido.
(?:(?:HH*|KB*GC*)L*|JG),,,,,Línea 1570: ValueError: '?' inválido.
[ACEFB]*,A B C E F [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --C--> S3 | S3 --E--> S4 | S4 --F--> S5 | S5 --B--> S7 | S7 --]--> S6 | S6 --]--> S6,
