Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
((C(K|B|H|C)*G)((I|K|G|D)*)((J|H|G)*G))*,B C D G H I J K,S13 S5 S0,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S13 --C--> S3 | S13 --D--> S10 | S13 --G--> S13 | S13 --H--> S2 | S13 --I--> S11 | S13 --J--> S1 | S13 --K--> S12 | S5 --C--> S3 | S5 --G--> S5 | S5 --H--> S2 | S5 --J--> S1 | S0 --C--> S3 | S3 --B--> S8 | S3 --C--> S4 | S3 --G--> S9 | S3 --H--> S6 | S3 --K--> S7 | S7 --B--> S8 | S7 --C--> S4 | S7 --G--> S9 | S7 --H--> S6 | S7 --K--> S7 | S8 --B--> S8 | S8 --C--> S4 | S8 --G--> S9 | S8 --H--> S6 | S8 --K--> S7 | S6 --B--> S8 | S6 --C--> S4 | S6 --G--> S9 | S6 --H--> S6 | S6 --K--> S7 | S4 --B--> S8 | S4 --C--> S4 | S4 --G--> S9 | S4 --H--> S6 | S4 --K--> S7 | S9 --D--> S10 | S9 --G--> S13 | S9 --H--> S2 | S9 --I--> S11 | S9 --J--> S1 | S9 --K--> S12 | S11 --D--> S10 | S11 --G--> S13 | S11 --H--> S2 | S11 --I--> S11 | S11 --J--> S1 | S11 --K--> S12 | S12 --D--> S10 | S12 --G--> S13 | S12 --H--> S2 | S12 --I--> S11 | S12 --J--> S1 | S12 --K--> S12 | S10 --D--> S10 | S10 --G--> S13 | S10 --H--> S2 | S10 --I--> S11 | S10 --J--> S1 | S10 --K--> S12 | S1 --G--> S5 | S1 --H--> S2 | S1 --J--> S1 | S2 --G--> S5 | S2 --H--> S2 | S2 --J--> S1,
((B|C|H|L)*JFF|(D(B|G)*L)|((B|G|K|L)*GJL))*,B C D F G H J K L,S18 S19 S17 S15,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S3 S4 S5 S6 S7 S8 S9,S10 --B--> S10 | S10 --C--> S11 | S10 --H--> S8 | S10 --J--> S0 | S10 --L--> S6 | S16 --B--> S16 | S16 --C--> S11 | S16 --G--> S13 | S16 --H--> S8 | S16 --J--> S0 | S16 --K--> S9 | S16 --L--> S14 | S11 --B--> S10 | S11 --C--> S11 | S11 --H--> S8 | S11 --J--> S0 | S11 --L--> S6 | S8 --B--> S10 | S8 --C--> S11 | S8 --H--> S8 | S8 --J--> S0 | S8 --L--> S6 | S6 --B--> S10 | S6 --C--> S11 | S6 --H--> S8 | S6 --J--> S0 | S6 --L--> S6 | S14 --B--> S16 | S14 --C--> S11 | S14 --G--> S13 | S14 --H--> S8 | S14 --J--> S0 | S14 --K--> S9 | S14 --L--> S14 | S18 --B--> S16 | S18 --C--> S11 | S18 --D--> S3 | S18 --G--> S13 | S18 --H--> S8 | S18 --J--> S0 | S18 --K--> S9 | S18 --L--> S14 | S19 --B--> S16 | S19 --C--> S11 | S19 --D--> S3 | S19 --G--> S13 | S19 --H--> S8 | S19 --J--> S0 | S19 --K--> S9 | S19 --L--> S14 | S17 --B--> S16 | S17 --C--> S11 | S17 --D--> S3 | S17 --G--> S13 | S17 --H--> S8 | S17 --J--> S0 | S17 --K--> S9 | S17 --L--> S14 | S15 --B--> S16 | S15 --C--> S11 | S15 --D--> S3 | S15 --G--> S13 | S15 --H--> S8 | S15 --J--> S0 | S15 --K--> S9 | S15 --L--> S14 | S0 --F--> S1 | S1 --F--> S18 | S3 --B--> S4 | S3 --G--> S5 | S3 --L--> S19 | S4 --B--> S4 | S4 --G--> S5 | S4 --L--> S19 | S5 --B--> S4 | S5 --G--> S5 | S5 --L--> S19 | S12 --B--> S12 | S12 --G--> S13 | S12 --K--> S9 | S12 --L--> S7 | S13 --B--> S12 | S13 --G--> S13 | S13 --J--> S2 | S13 --K--> S9 | S13 --L--> S7 | S9 --B--> S12 | S9 --G--> S13 | S9 --K--> S9 | S9 --L--> S7 | S7 --B--> S12 | S7 --G--> S13 | S7 --K--> S9 | S7 --L--> S7 | S2 --L--> S17,
(J|I|L)+H|((H|G|L|B)*F),B F G H I J L,S9 S0 S1,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S3 --H--> S0 | S3 --I--> S4 | S3 --J--> S3 | S3 --L--> S2 | S4 --H--> S0 | S4 --I--> S4 | S4 --J--> S3 | S4 --L--> S2 | S2 --H--> S0 | S2 --I--> S4 | S2 --J--> S3 | S2 --L--> S2 | S11 --B--> S5 | S11 --F--> S1 | S11 --G--> S8 | S11 --H--> S9 | S11 --I--> S4 | S11 --J--> S3 | S11 --L--> S11 | S10 --B--> S5 | S10 --F--> S1 | S10 --G--> S8 | S10 --H--> S7 | S10 --I--> S4 | S10 --J--> S3 | S10 --L--> S11 | S9 --B--> S5 | S9 --F--> S1 | S9 --G--> S8 | S9 --H--> S7 | S9 --L--> S6 | S7 --B--> S5 | S7 --F--> S1 | S7 --G--> S8 | S7 --H--> S7 | S7 --L--> S6 | S8 --B--> S5 | S8 --F--> S1 | S8 --G--> S8 | S8 --H--> S7 | S8 --L--> S6 | S6 --B--> S5 | S6 --F--> S1 | S6 --G--> S8 | S6 --H--> S7 | S6 --L--> S6 | S5 --B--> S5 | S5 --F--> S1 | S5 --G--> S8 | S5 --H--> S7 | S5 --L--> S6,
J(A|H|K|I)*K|((G|K|J|F)*K((G|L|J))),A F G H I J K L,S13 S8 S10 S9 S0,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S3 --F--> S2 | S3 --G--> S7 | S3 --J--> S12 | S3 --K--> S11 | S12 --A--> S5 | S12 --F--> S2 | S12 --G--> S7 | S12 --H--> S6 | S12 --I--> S1 | S12 --J--> S4 | S12 --K--> S13 | S5 --A--> S5 | S5 --H--> S6 | S5 --I--> S1 | S5 --K--> S8 | S6 --A--> S5 | S6 --H--> S6 | S6 --I--> S1 | S6 --K--> S8 | S13 --A--> S5 | S13 --F--> S2 | S13 --G--> S10 | S13 --H--> S6 | S13 --I--> S1 | S13 --J--> S9 | S13 --K--> S13 | S13 --L--> S0 | S8 --A--> S5 | S8 --H--> S6 | S8 --I--> S1 | S8 --K--> S8 | S1 --A--> S5 | S1 --H--> S6 | S1 --I--> S1 | S1 --K--> S8 | S7 --F--> S2 | S7 --G--> S7 | S7 --J--> S4 | S7 --K--> S11 | S10 --F--> S2 | S10 --G--> S7 | S10 --J--> S4 | S10 --K--> S11 | S11 --F--> S2 | S11 --G--> S10 | S11 --J--> S9 | S11 --K--> S11 | S11 --L--> S0 | S4 --F--> S2 | S4 --G--> S7 | S4 --J--> S4 | S4 --K--> S11 | S9 --F--> S2 | S9 --G--> S7 | S9 --J--> S4 | S9 --K--> S11 | S2 --F--> S2 | S2 --G--> S7 | S2 --J--> S4 | S2 --K--> S11,
(F|E|L)+A|(B|D)*E((I|A|D|H))|(((J|H)*D)*)|((J|A|B|K)*L((H|J|D))),A B D E F H I J K L,S28 S13 S1 S24 S9 S10 S5 S4 S16 S2 S3 S0,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S23 S24 S25 S26 S27 S28 S3 S4 S5 S6 S7 S8 S9,S17 --A--> S1 | S17 --E--> S18 | S17 --F--> S17 | S17 --L--> S15 | S18 --A--> S1 | S18 --E--> S18 | S18 --F--> S17 | S18 --L--> S15 | S25 --A--> S13 | S25 --D--> S5 | S25 --E--> S18 | S25 --F--> S17 | S25 --H--> S4 | S25 --I--> S9 | S25 --L--> S15 | S15 --A--> S1 | S15 --E--> S18 | S15 --F--> S17 | S15 --L--> S15 | S23 --A--> S1 | S23 --D--> S0 | S23 --E--> S18 | S23 --F--> S17 | S23 --H--> S2 | S23 --J--> S3 | S23 --L--> S15 | S28 --A--> S22 | S28 --B--> S26 | S28 --D--> S24 | S28 --E--> S25 | S28 --F--> S17 | S28 --H--> S12 | S28 --J--> S27 | S28 --K--> S19 | S28 --L--> S23 | S7 --B--> S7 | S7 --D--> S8 | S7 --E--> S14 | S26 --A--> S22 | S26 --B--> S26 | S26 --D--> S8 | S26 --E--> S14 | S26 --J--> S21 | S26 --K--> S19 | S26 --L--> S6 | S8 --B--> S7 | S8 --D--> S8 | S8 --E--> S14 | S24 --B--> S7 | S24 --D--> S24 | S24 --E--> S14 | S24 --H--> S12 | S24 --J--> S11 | S14 --A--> S10 | S14 --D--> S5 | S14 --H--> S4 | S14 --I--> S9 | S11 --D--> S16 | S11 --H--> S12 | S11 --J--> S11 | S27 --A--> S22 | S27 --B--> S20 | S27 --D--> S16 | S27 --H--> S12 | S27 --J--> S27 | S27 --K--> S19 | S27 --L--> S6 | S12 --D--> S16 | S12 --H--> S12 | S12 --J--> S11 | S16 --D--> S16 | S16 --H--> S12 | S16 --J--> S11 | S21 --A--> S22 | S21 --B--> S20 | S21 --J--> S21 | S21 --K--> S19 | S21 --L--> S6 | S22 --A--> S22 | S22 --B--> S20 | S22 --J--> S21 | S22 --K--> S19 | S22 --L--> S6 | S20 --A--> S22 | S20 --B--> S20 | S20 --J--> S21 | S20 --K--> S19 | S20 --L--> S6 | S19 --A--> S22 | S19 --B--> S20 | S19 --J--> S21 | S19 --K--> S19 | S19 --L--> S6 | S6 --D--> S0 | S6 --H--> S2 | S6 --J--> S3,
(((H|F)*K)|((H|D|J)*E)*|((B|C|G)*F((C|E|D))))*,B C D E F G H J K,S11 S12 S15 S16 S14 S13,S0 S1 S10 S11 S12 S13 S14 S15 S16 S2 S3 S4 S5 S6 S7 S8 S9,S1 --F--> S2 | S1 --H--> S1 | S1 --K--> S11 | S10 --D--> S6 | S10 --E--> S12 | S10 --F--> S2 | S10 --H--> S10 | S10 --J--> S3 | S10 --K--> S11 | S2 --F--> S2 | S2 --H--> S1 | S2 --K--> S11 | S9 --C--> S15 | S9 --D--> S14 | S9 --E--> S16 | S9 --F--> S2 | S9 --H--> S1 | S9 --K--> S11 | S11 --B--> S7 | S11 --C--> S8 | S11 --D--> S6 | S11 --E--> S12 | S11 --F--> S9 | S11 --G--> S4 | S11 --H--> S10 | S11 --J--> S3 | S11 --K--> S11 | S12 --B--> S7 | S12 --C--> S8 | S12 --D--> S6 | S12 --E--> S12 | S12 --F--> S9 | S12 --G--> S4 | S12 --H--> S10 | S12 --J--> S3 | S12 --K--> S11 | S15 --B--> S7 | S15 --C--> S8 | S15 --D--> S6 | S15 --E--> S12 | S15 --F--> S9 | S15 --G--> S4 | S15 --H--> S10 | S15 --J--> S3 | S15 --K--> S11 | S16 --B--> S7 | S16 --C--> S8 | S16 --D--> S6 | S16 --E--> S12 | S16 --F--> S9 | S16 --G--> S4 | S16 --H--> S10 | S16 --J--> S3 | S16 --K--> S11 | S14 --B--> S7 | S14 --C--> S8 | S14 --D--> S6 | S14 --E--> S12 | S14 --F--> S9 | S14 --G--> S4 | S14 --H--> S10 | S14 --J--> S3 | S14 --K--> S11 | S13 --B--> S7 | S13 --C--> S8 | S13 --D--> S6 | S13 --E--> S12 | S13 --F--> S9 | S13 --G--> S4 | S13 --H--> S10 | S13 --J--> S3 | S13 --K--> S11 | S5 --D--> S6 | S5 --E--> S12 | S5 --H--> S5 | S5 --J--> S3 | S6 --D--> S6 | S6 --E--> S12 | S6 --H--> S5 | S6 --J--> S3 | S3 --D--> S6 | S3 --E--> S12 | S3 --H--> S5 | S3 --J--> S3 | S7 --B--> S7 | S7 --C--> S8 | S7 --F--> S0 | S7 --G--> S4 | S8 --B--> S7 | S8 --C--> S8 | S8 --F--> S0 | S8 --G--> S4 | S4 --B--> S7 | S4 --C--> S8 | S4 --F--> S0 | S4 --G--> S4 | S0 --C--> S15 | S0 --D--> S14 | S0 --E--> S16,
(K(G|D|K)*F(K(K|B)*H)((F|I|K|D)*E)*(I|B|H|F)*)*,B D E F G H I K,S24 S25 S26 S23 S15 S16 S12 S10 S1,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S22 S23 S24 S25 S26 S3 S4 S5 S6 S7 S8 S9,S24 --B--> S16 | S24 --D--> S9 | S24 --E--> S23 | S24 --F--> S25 | S24 --H--> S12 | S24 --I--> S26 | S24 --K--> S20 | S25 --B--> S16 | S25 --D--> S9 | S25 --E--> S23 | S25 --F--> S25 | S25 --H--> S12 | S25 --I--> S26 | S25 --K--> S20 | S26 --B--> S16 | S26 --D--> S9 | S26 --E--> S23 | S26 --F--> S25 | S26 --H--> S12 | S26 --I--> S26 | S26 --K--> S20 | S23 --B--> S16 | S23 --D--> S9 | S23 --E--> S23 | S23 --F--> S25 | S23 --H--> S12 | S23 --I--> S26 | S23 --K--> S20 | S15 --B--> S16 | S15 --F--> S10 | S15 --H--> S12 | S15 --I--> S15 | S15 --K--> S5 | S16 --B--> S16 | S16 --F--> S10 | S16 --H--> S12 | S16 --I--> S15 | S16 --K--> S5 | S12 --B--> S16 | S12 --F--> S10 | S12 --H--> S12 | S12 --I--> S15 | S12 --K--> S5 | S10 --B--> S16 | S10 --F--> S10 | S10 --H--> S12 | S10 --I--> S15 | S10 --K--> S5 | S1 --K--> S5 | S5 --D--> S8 | S5 --F--> S0 | S5 --G--> S7 | S5 --K--> S6 | S20 --D--> S21 | S20 --E--> S23 | S20 --F--> S17 | S20 --G--> S7 | S20 --I--> S14 | S20 --K--> S22 | S7 --D--> S8 | S7 --F--> S0 | S7 --G--> S7 | S7 --K--> S6 | S8 --D--> S8 | S8 --F--> S0 | S8 --G--> S7 | S8 --K--> S6 | S21 --D--> S21 | S21 --E--> S23 | S21 --F--> S17 | S21 --G--> S7 | S21 --I--> S14 | S21 --K--> S22 | S6 --D--> S8 | S6 --F--> S0 | S6 --G--> S7 | S6 --K--> S6 | S22 --D--> S21 | S22 --E--> S23 | S22 --F--> S17 | S22 --G--> S7 | S22 --I--> S14 | S22 --K--> S22 | S0 --K--> S2 | S17 --D--> S9 | S17 --E--> S23 | S17 --F--> S13 | S17 --I--> S14 | S17 --K--> S18 | S2 --B--> S4 | S2 --H--> S24 | S2 --K--> S3 | S18 --B--> S4 | S18 --D--> S9 | S18 --E--> S23 | S18 --F--> S13 | S18 --H--> S24 | S18 --I--> S14 | S18 --K--> S19 | S3 --B--> S4 | S3 --H--> S24 | S3 --K--> S3 | S19 --B--> S4 | S19 --D--> S9 | S19 --E--> S23 | S19 --F--> S13 | S19 --H--> S24 | S19 --I--> S14 | S19 --K--> S19 | S4 --B--> S4 | S4 --H--> S24 | S4 --K--> S3 | S13 --D--> S9 | S13 --E--> S23 | S13 --F--> S13 | S13 --I--> S14 | S13 --K--> S11 | S14 --D--> S9 | S14 --E--> S23 | S14 --F--> S13 | S14 --I--> S14 | S14 --K--> S11 | S11 --D--> S9 | S11 --E--> S23 | S11 --F--> S13 | S11 --I--> S14 | S11 --K--> S11 | S9 --D--> S9 | S9 --E--> S23 | S9 --F--> S13 | S9 --I--> S14 | S9 --K--> S11,
(((K|D|E)*B((D|E|J)))*)((B|G)*B),B D E G J K,S6 S2,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S4 --B--> S0 | S4 --D--> S5 | S4 --E--> S3 | S4 --K--> S4 | S5 --B--> S0 | S5 --D--> S5 | S5 --E--> S3 | S5 --K--> S4 | S3 --B--> S0 | S3 --D--> S5 | S3 --E--> S3 | S3 --K--> S4 | S9 --B--> S6 | S9 --D--> S5 | S9 --E--> S3 | S9 --G--> S1 | S9 --K--> S4 | S10 --B--> S6 | S10 --D--> S5 | S10 --E--> S3 | S10 --G--> S1 | S10 --K--> S4 | S8 --B--> S6 | S8 --D--> S5 | S8 --E--> S3 | S8 --G--> S1 | S8 --K--> S4 | S7 --B--> S6 | S7 --D--> S5 | S7 --E--> S3 | S7 --G--> S1 | S7 --K--> S4 | S0 --D--> S9 | S0 --E--> S10 | S0 --J--> S8 | S6 --B--> S2 | S6 --D--> S9 | S6 --E--> S10 | S6 --G--> S1 | S6 --J--> S8 | S2 --B--> S2 | S2 --G--> S1 | S1 --B--> S2 | S1 --G--> S1,
(F|K)+H(J(J|I|L)*I)K(I|H)*J((L|B)*H((F|J|E|B)))*,B E F H I J K L,S12 S16 S17 S15 S13,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S2 S3 S4 S5 S6 S7 S8 S9,S7 --F--> S7 | S7 --H--> S0 | S7 --K--> S8 | S8 --F--> S7 | S8 --H--> S0 | S8 --K--> S8 | S1 --F--> S7 | S1 --K--> S8 | S0 --J--> S10 | S10 --I--> S18 | S10 --J--> S14 | S10 --L--> S11 | S14 --I--> S18 | S14 --J--> S14 | S14 --L--> S11 | S18 --I--> S18 | S18 --J--> S14 | S18 --K--> S2 | S18 --L--> S11 | S11 --I--> S18 | S11 --J--> S14 | S11 --L--> S11 | S2 --H--> S4 | S2 --I--> S3 | S2 --J--> S12 | S3 --H--> S4 | S3 --I--> S3 | S3 --J--> S12 | S4 --H--> S4 | S4 --I--> S3 | S4 --J--> S12 | S12 --B--> S6 | S12 --H--> S9 | S12 --L--> S5 | S5 --B--> S6 | S5 --H--> S9 | S5 --L--> S5 | S6 --B--> S6 | S6 --H--> S9 | S6 --L--> S5 | S16 --B--> S6 | S16 --H--> S9 | S16 --L--> S5 | S17 --B--> S6 | S17 --H--> S9 | S17 --L--> S5 | S15 --B--> S6 | S15 --H--> S9 | S15 --L--> S5 | S13 --B--> S6 | S13 --H--> S9 | S13 --L--> S5 | S9 --B--> S13 | S9 --E--> S15 | S9 --F--> S16 | S9 --J--> S17,
(H(G|K)*K(L|J|E|D)*E((C|A|G))((B|K|H)*F)(H|B|F)+H)*,A B C D E F G H J K L,S19 S16 S0,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S3 S4 S5 S6 S7 S8 S9,S19 --B--> S13 | S19 --F--> S8 | S19 --G--> S3 | S19 --H--> S19 | S19 --K--> S17 | S16 --B--> S13 | S16 --F--> S8 | S16 --H--> S19 | S0 --H--> S2 | S2 --G--> S3 | S2 --K--> S17 | S3 --G--> S3 | S3 --K--> S17 | S17 --D--> S9 | S17 --E--> S18 | S17 --G--> S3 | S17 --J--> S15 | S17 --K--> S17 | S17 --L--> S14 | S14 --D--> S9 | S14 --E--> S18 | S14 --J--> S15 | S14 --L--> S14 | S15 --D--> S9 | S15 --E--> S18 | S15 --J--> S15 | S15 --L--> S14 | S18 --A--> S11 | S18 --C--> S10 | S18 --D--> S9 | S18 --E--> S18 | S18 --G--> S5 | S18 --J--> S15 | S18 --L--> S14 | S9 --D--> S9 | S9 --E--> S18 | S9 --J--> S15 | S9 --L--> S14 | S10 --B--> S6 | S10 --F--> S1 | S10 --H--> S4 | S10 --K--> S7 | S11 --B--> S6 | S11 --F--> S1 | S11 --H--> S4 | S11 --K--> S7 | S5 --B--> S6 | S5 --F--> S1 | S5 --H--> S4 | S5 --K--> S7 | S6 --B--> S6 | S6 --F--> S1 | S6 --H--> S4 | S6 --K--> S7 | S7 --B--> S6 | S7 --F--> S1 | S7 --H--> S4 | S7 --K--> S7 | S4 --B--> S6 | S4 --F--> S1 | S4 --H--> S4 | S4 --K--> S7 | S1 --B--> S13 | S1 --F--> S8 | S1 --H--> S12 | S12 --B--> S13 | S12 --F--> S8 | S12 --H--> S16 | S13 --B--> S13 | S13 --F--> S8 | S13 --H--> S16 | S8 --B--> S13 | S8 --F--> S8 | S8 --H--> S16,
((((A|G|K|D)*F((K|A)))*)(I|F|G)*E)*,A D E F G I K,S12 S13,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S6 --A--> S6 | S6 --D--> S4 | S6 --F--> S0 | S6 --G--> S7 | S6 --K--> S5 | S7 --A--> S6 | S7 --D--> S4 | S7 --F--> S0 | S7 --G--> S7 | S7 --K--> S5 | S11 --A--> S6 | S11 --D--> S4 | S11 --E--> S12 | S11 --F--> S8 | S11 --G--> S11 | S11 --I--> S2 | S11 --K--> S5 | S5 --A--> S6 | S5 --D--> S4 | S5 --F--> S0 | S5 --G--> S7 | S5 --K--> S5 | S4 --A--> S6 | S4 --D--> S4 | S4 --F--> S0 | S4 --G--> S7 | S4 --K--> S5 | S9 --A--> S6 | S9 --D--> S4 | S9 --E--> S12 | S9 --F--> S8 | S9 --G--> S11 | S9 --I--> S2 | S9 --K--> S5 | S10 --A--> S6 | S10 --D--> S4 | S10 --E--> S12 | S10 --F--> S8 | S10 --G--> S11 | S10 --I--> S2 | S10 --K--> S5 | S12 --A--> S6 | S12 --D--> S4 | S12 --E--> S12 | S12 --F--> S8 | S12 --G--> S11 | S12 --I--> S2 | S12 --K--> S5 | S13 --A--> S6 | S13 --D--> S4 | S13 --E--> S12 | S13 --F--> S8 | S13 --G--> S11 | S13 --I--> S2 | S13 --K--> S5 | S0 --A--> S10 | S0 --K--> S9 | S8 --A--> S10 | S8 --E--> S12 | S8 --F--> S3 | S8 --G--> S1 | S8 --I--> S2 | S8 --K--> S9 | S2 --E--> S12 | S2 --F--> S3 | S2 --G--> S1 | S2 --I--> S2 | S3 --E--> S12 | S3 --F--> S3 | S3 --G--> S1 | S3 --I--> S2 | S1 --E--> S12 | S1 --F--> S3 | S1 --G--> S1 | S1 --I--> S2,
I(L|K)*I((I|H|F|B)*L)((H|D|J)+F)((A|J|D|E)*H((B|G))),A B D E F G H I J K L,S1 S2,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S3 S4 S5 S6 S7 S8 S9,S0 --I--> S5 | S5 --I--> S9 | S5 --K--> S7 | S5 --L--> S6 | S6 --I--> S9 | S6 --K--> S7 | S6 --L--> S6 | S7 --I--> S9 | S7 --K--> S7 | S7 --L--> S6 | S9 --B--> S10 | S9 --F--> S15 | S9 --H--> S18 | S9 --I--> S17 | S9 --L--> S4 | S17 --B--> S10 | S17 --F--> S15 | S17 --H--> S18 | S17 --I--> S17 | S17 --L--> S4 | S18 --B--> S10 | S18 --F--> S15 | S18 --H--> S18 | S18 --I--> S17 | S18 --L--> S4 | S15 --B--> S10 | S15 --F--> S15 | S15 --H--> S18 | S15 --I--> S17 | S15 --L--> S4 | S10 --B--> S10 | S10 --F--> S15 | S10 --H--> S18 | S10 --I--> S17 | S10 --L--> S4 | S4 --D--> S12 | S4 --H--> S11 | S4 --J--> S8 | S11 --D--> S12 | S11 --F--> S13 | S11 --H--> S11 | S11 --J--> S8 | S12 --D--> S12 | S12 --F--> S13 | S12 --H--> S11 | S12 --J--> S8 | S8 --D--> S12 | S8 --F--> S13 | S8 --H--> S11 | S8 --J--> S8 | S13 --A--> S19 | S13 --D--> S16 | S13 --E--> S14 | S13 --H--> S3 | S13 --J--> S20 | S19 --A--> S19 | S19 --D--> S16 | S19 --E--> S14 | S19 --H--> S3 | S19 --J--> S20 | S20 --A--> S19 | S20 --D--> S16 | S20 --E--> S14 | S20 --H--> S3 | S20 --J--> S20 | S16 --A--> S19 | S16 --D--> S16 | S16 --E--> S14 | S16 --H--> S3 | S16 --J--> S20 | S14 --A--> S19 | S14 --D--> S16 | S14 --E--> S14 | S14 --H--> S3 | S14 --J--> S20 | S3 --B--> S1 | S3 --G--> S2,
(E|A|B|L)*KAJ((B|E)*E((D|B)))*I(K|F)*L,A B D E F I J K L,S0,S0 S1 S10 S11 S12 S13 S14 S15 S2 S3 S4 S5 S6 S7 S8 S9,S14 --A--> S15 | S14 --B--> S12 | S14 --E--> S14 | S14 --K--> S1 | S14 --L--> S10 | S15 --A--> S15 | S15 --B--> S12 | S15 --E--> S14 | S15 --K--> S1 | S15 --L--> S10 | S12 --A--> S15 | S12 --B--> S12 | S12 --E--> S14 | S12 --K--> S1 | S12 --L--> S10 | S10 --A--> S15 | S10 --B--> S12 | S10 --E--> S14 | S10 --K--> S1 | S10 --L--> S10 | S7 --A--> S15 | S7 --B--> S12 | S7 --E--> S14 | S7 --K--> S1 | S7 --L--> S10 | S1 --A--> S2 | S2 --J--> S8 | S8 --B--> S3 | S8 --E--> S11 | S8 --I--> S4 | S13 --B--> S3 | S13 --E--> S11 | S13 --I--> S4 | S3 --B--> S3 | S3 --E--> S11 | S11 --B--> S13 | S11 --D--> S9 | S11 --E--> S11 | S9 --B--> S3 | S9 --E--> S11 | S9 --I--> S4 | S4 --F--> S6 | S4 --K--> S5 | S4 --L--> S0 | S5 --F--> S6 | S5 --K--> S5 | S5 --L--> S0 | S6 --F--> S6 | S6 --K--> S5 | S6 --L--> S0,
((E|A|F)*)|((L|I|G|B)+L)|(A(D|F|J|B)*B)|((E|C)+K),A B C D E F G I J K L,S15 S4 S16 S5 S17 S3 S18 S14 S13 S0,S0 S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S2 S3 S4 S5 S6 S7 S8 S9,S15 --A--> S5 | S15 --C--> S2 | S15 --E--> S15 | S15 --F--> S3 | S15 --K--> S0 | S4 --A--> S5 | S4 --E--> S4 | S4 --F--> S3 | S16 --A--> S5 | S16 --B--> S13 | S16 --D--> S9 | S16 --E--> S4 | S16 --F--> S17 | S16 --J--> S7 | S5 --A--> S5 | S5 --E--> S4 | S5 --F--> S3 | S17 --A--> S5 | S17 --B--> S13 | S17 --D--> S9 | S17 --E--> S4 | S17 --F--> S17 | S17 --J--> S7 | S3 --A--> S5 | S3 --E--> S4 | S3 --F--> S3 | S18 --A--> S16 | S18 --B--> S6 | S18 --C--> S2 | S18 --E--> S15 | S18 --F--> S3 | S18 --G--> S8 | S18 --I--> S12 | S18 --L--> S11 | S11 --B--> S6 | S11 --G--> S8 | S11 --I--> S12 | S11 --L--> S14 | S14 --B--> S6 | S14 --G--> S8 | S14 --I--> S12 | S14 --L--> S14 | S12 --B--> S6 | S12 --G--> S8 | S12 --I--> S12 | S12 --L--> S14 | S8 --B--> S6 | S8 --G--> S8 | S8 --I--> S12 | S8 --L--> S14 | S6 --B--> S6 | S6 --G--> S8 | S6 --I--> S12 | S6 --L--> S14 | S9 --B--> S13 | S9 --D--> S9 | S9 --F--> S10 | S9 --J--> S7 | S10 --B--> S13 | S10 --D--> S9 | S10 --F--> S10 | S10 --J--> S7 | S7 --B--> S13 | S7 --D--> S9 | S7 --F--> S10 | S7 --J--> S7 | S13 --B--> S13 | S13 --D--> S9 | S13 --F--> S10 | S13 --J--> S7 | S1 --C--> S2 | S1 --E--> S1 | S1 --K--> S0 | S2 --C--> S2 | S2 --E--> S1 | S2 --K--> S0,
